prod_id,retailer,product_name,original_number_reviews,rating
P114418,sephora,Eyelashes - Strip,1094,86
P382309,sephora,Ambient Lighting Palette,1090,88
P8426,sephora,Convertible Color,1085,88
xlsImpprod2150070,ulta,Mega Shine Lip Gloss,1081,86
P282501,sephora,Dior Addict Lipstick,1077,88
P293604,sephora,Larger Than Life Long-Wear Eyeliner,1076,82
P237501,sephora,Aqua Smoky Lash,1075,74
P190037,sephora,EmphasEYES™ High Definition Eye Pencil,1074,74
P75338,sephora,The Present® Invisible Skin Perfector & Oil-Free Makeup Primer,1073,84
P387906,sephora,Audacious Lipstick,1072,94
P286101,sephora,Gifted™ Amazonian Clay Smart Mascara,1064,88
xlsImpprod820372,ulta,Erase Paste,1064,82
P286029,sephora,Super Nourishing Lip Balm,1062,88
P266113,sephora,Smooth Operator™ Amazonian Clay Finishing Powder,1061,88
P397615,sephora,Touche Eclat Blur Primer,1056,88
P292307,sephora,Moonshadow Baked Palette - In The Nude,1048,82
P377784,sephora,Contour Eye Pencil 12hr Wear Waterproof,1041,82
xlsImpprod4170001,ulta,Hello Flawless Oxygen WOW,1037,78
P193231,sephora,Veil Fluid Makeup Oil Free Broad Spectrum SPF 15,1035,82
P284301,sephora,Illuminator,1033,86
P384963,sephora,Ambient Lighting Blush,1032,90
P286035,sephora,Glossy Gloss,1025,86
P267305,sephora,Buxom Stay-There Eye Shadow,1016,88
P0414,sephora,Eyelash Curler,1014,84
xlsImpprod3220069,ulta,Core Collection,1014,94
P375384,sephora,Opaque Rouge Liquid Lipstick,1006,76
P391759,sephora,Tartelette Amazonian Clay Matte Eyeshadow Palette,1003,92
xlsImpprod2240027,ulta,Balance-n-Brighten Baked Color Correcting Foundation,1002,90
P1287,sephora,Ooh La Lift,998,78
P105102,sephora,Face & Eye Travel Tool Kit,998,90
VP11360,ulta,bareMinerals Blush,997,92
xlsImpprod3490149,ulta,Instant Age Rewind Eraser Dark Circle Treatment Concealer,977,78
P381155,sephora,Perfection Mist Airbrush Foundation,975,88
P374933,sephora,La Crème,970,88
P290629,sephora,Smooth Operator™ Amazonian Clay Waterproof Concealer,968,82
P278807,sephora,Full Action Extreme Effect Mascara,968,76
P292403,sephora,Studio Skin 15 Hour Wear Foundation,968,88
P377710,sephora,Rouge Volupté Shine,964,90
P257600,sephora,High Voltage Eye Primer,955,84
P378284,sephora,Double Wear Stay-in-Place Makeup,954,90
P156213,sephora,Photo Op Under Eye Brightener,954,74
xlsImpprod2150076,ulta,Slim Eye Pencil,951,78
xlsImpprod2330025,ulta,Volum' Express The Falsies Mascara,949,76
P284104,sephora,Perfecting Ultra-Smoothing Primer,949,84
P393356,sephora,COMPLEXION RESCUE™ Tinted Hydrating Gel Cream,948,80
P109906,sephora,Lip Glacé,944,92
P12661,sephora,Lift Concealer,938,86
P211625,sephora,Pomegranate Cleansing & Make Up Removing Wipes For Oily And Combination Skin,935,82
xlsImpprod3570073,ulta,Cheek Color,935,86
P377296,sephora,Colorful Eyeshadow  Shimmer,934,84
P307700,sephora,Rouge Artist Natural,931,88
P258208,sephora,Lip & Cheek Stain,929,70
xlsImpprod4480171,ulta,Studio Secrets Magic Skin Beautifier B.B. Cream,926,80
P379101,sephora,Coconut Watercolor Cheek Gelée,924,90
P174211,sephora,O-GLOW - Intuitive Cheek Color With Goji Berry-C Complex™,918,80
P270555,sephora,Corrector,917,88
P131518,sephora,Brush-On Cream Liner,913,90
P379509,sephora,10 HR Wear Perfection Foundation,909,82
P267401,sephora,Colorful Palette,908,84
xlsImpprod2150052,ulta,Eyebrow Cake Powder,902,86
xlsImpprod2150060,ulta,Eye Shadow Base,886,76
P276318,sephora,Instant Eye Makeup Remover,886,80
P254222,sephora,Crème de Rose Smoothing Plumping Lip Balm,885,86
xlsImpprod2910099,ulta,Superstay Lipcolor,880,76
P380829,sephora,Amazonian Clay Full Coverage Airbrush Foundation,870,84
P378614,sephora,Camera Ready CC Cream Broad Spectrum SPF 30 Dark Spot Correcting,869,78
xlsImpprod4480195,ulta,Dream Fresh BB 8-In-1 Beauty Balm Skin Perfector,865,76
P273416,sephora,Pure Matte Lipstick,862,88
P272319,sephora,ROUGE PUR COUTURE SPF15 - Pure Colour Satiny Radiance,862,92
xlsImpprod4040047,ulta,Color Burst Lip Butter,860,86
P253810,sephora,bareMinerals Mineral Veil Broad Spectrum SPF 25,850,88
P99809,sephora,Amazonian Clay Waterproof Bronzer,849,92
P384986,sephora,Luminous Crème Lipstick Duo,845,88
xlsImpprod4150061,ulta,Double Duty Foundation,845,78
P310726,sephora,Stay-Matte Oil-Free Makeup,843,82
xlsImpprod1790211,ulta,Eye Studio Lasting Drama Gel Eyeliner,842,84
xlsImpprod5770259,ulta,Bye Bye Under Eye Anti-Aging Concealer,839,84
P238433,sephora,Diorshow Brow Styler Ultra-Fine Precision Brow Pencil,836,92
P375245,sephora,How To Look The Best At Everything,833,80
P235908,sephora,Instant Mineral Powder SPF 45,832,76
P6034,sephora,Lip Conditioner,831,86
P133173,sephora,Dallas,830,92
P397517,sephora,Born This Way,829,76
P374940,sephora,Aqua Rouge,826,82
xlsImpprod4410269,ulta,Color Stay Just Bitten Kissable Balm Stain,822,84
xlsImpprod2530269,ulta,Voluminous Million Lashes Mascara,820,76
xlsImpprod1910109,ulta,XXXL Shine Lipgloss,819,86
xlsImpprod1230020,ulta,bareMinerals Warmth All Over Face Color,814,94
P384875,sephora,Rouge Infusion Lip Stain,814,68
P398321,sephora,Ultra HD Invisible Cover Foundation,811,68
P126301,sephora,Take The Day Off Cleansing Balm,809,94
P291218,sephora,In The Light Palette,808,92
xlsImpprod6320471,ulta,Bombshell Volume Mascara,804,74
xlsImpprod3570081,ulta,Brilliant Color Lip Gloss,799,80
prod2109669,ulta,Oil Free Eye Makeup Remover,793,90
P276322,sephora,Express Cleansing Wipes,793,84
P129610,sephora,Mister Light Instant Light Corrective Pen,790,86
P377821,sephora,Diorshow Iconic Overcurl Mascara,789,84
P140905,sephora,Foundation Primer - Oil Free,789,76
P376023,sephora,Amazonian Clay Waterproof Brow Mousse,784,90
1613,ulta,Automatic Lip Liner,783,84
P152703,sephora,Smooth Operator Amazonian Clay Tinted Pressed Finishing Powder,778,84
xlsImpprod3220067,ulta,Blush Brush,776,90
P378859,sephora,Satin Lip Pencil,775,88
2681,ulta,Colour Riche Lipcolour,773,86
P197107,sephora,Deluxe Antibacterial Brush Set,772,92
P378656,sephora,Mascara Volume Effet Faux Cils Babydoll,772,82
P269019,sephora,One Step Correct,770,80
P126302,sephora,Colour Surge Butter Shine Lipstick,770,88
P74520,sephora,Lip Injection,767,76
xlsImpprod1840041,ulta,Stay Don't Stray Eye Shadow Primer,763,82
P378194,sephora,CC Cream Broad Spectrum SPF 30 Complexion Corrector,761,80
xlsImpprod6380093,ulta,Pure Complexion Facial Sponge - for Sensitive Skin,757,94
P122740,sephora,Superbalanced Makeup,757,84
xlsImpprod4270209,ulta,Mascara,753,82
P311139,sephora,Femme Fatale Collection Lip Elixirs,752,82
P48406,sephora,Sun Bunny Natural Bronzer,752,90
P213007,sephora,Acne Treatment Concealer,749,84
xlsImpprod2980151,ulta,Fit Me Foundation,748,72
P385561,sephora,Luster Matte Long-Wear Lip Color,746,78
xlsImpprod3570079,ulta,Super Shiny Lip Gloss,746,78
P285402,sephora,Water Fuse Beauty Balm SPF 25 PA++,745,80
P380708,sephora,Genius Gel SuperCharged OilFree Foundation,745,78
P281400,sephora,Velvet Gloss Lip Pencil,745,86
xlsImpprod820352,ulta,BADgal Lash Mascara,743,84
P186805,sephora,Dior Addict Lip Maximizer High Volume Lip Plumper,742,86
xlsImpprod3220081,ulta,Starter Kit,742,92
xlsImpprod2150056,ulta,Automatic Eyebrow Pencil,741,76
P235346,sephora,Photo'Perfexion Fluid Foundation SPF 20 PA+++,741,88
P302919,sephora,Airbrush Finish Bamboo Foundation Brush,739,96
xlsImpprod1810157,ulta,ColorStay Makeup For Combo/Oily Skin,736,84
P284106,sephora,Bronzer,736,88
P297405,sephora,Diorskin Forever Flawless Perfection Wear Makeup,731,86
P383775,sephora,Full Exposure Palette,729,70
P222436,sephora,Eye Colour,728,88
xlsImpprod5120021,ulta,Fakeup,727,80
P377753,sephora,Diorskin Nude BB Creme,720,88
VP12237,ulta,Ultimate Brows Shade & Shaper Pencil,716,84
xlsImpprod1840021,ulta,bareMinerals Mineral Veil Finishing Powder Broad Spectrum SPF 25,714,94
P293010,sephora,Age Defense BB Cream Broad Spectrum SPF 30,708,78
P211613,sephora,Almost Powder SPF 15,706,88
xlsImpprod930589,ulta,Double Extend Lash Extension Effect Mascara,701,84
xlsImpprod3220077,ulta,Powder Brush,699,92
P278605,sephora,"Lights, Camera, Lashes™ Inner Rim Liner",699,76
P304704,sephora,Be Legendary Lipstick,698,88
P66722,sephora,Skinflash Radiance Booster Pen,697,90
VP12250,ulta,A Little Amazing Concealer,696,86
P110409,sephora,Snow Bunny Luminous Bronzer,688,90
P237500,sephora,Aqua Black Waterproof Cream Eye Shadow,686,88
P244913,sephora,Mineral Pressed Powder SPF 15,686,84
P252916,sephora,Sugarbomb,685,88
xlsImpprod1980035,ulta,Studio Secrets Professional Secret No.1 Magic Perfecting Base,681,82
P116302,sephora,Perfecting Concealer,680,84
P218786,sephora,Blush Rush,679,92
xlsImpprod4141599,ulta,Retractable Eyeliner,678,86
xlsImpprod4141605,ulta,Nude Matte Eyeshadow,671,86
P236814,sephora,Diorshow Iconic Waterproof Mascara,670,80
xlsImpprod4070019,ulta,Eye Studio Color Tattoo Eyeshadow,669,88
xlsImpprod830012,ulta,Volum' Express Colossal Mascara,668,82
P395370,sephora,Shade + Light Eye Contour Palette,668,96
P293605,sephora,Caviar Stick Eye Colour,667,90
P240601,sephora,Oil Free Flawless Face Kit,667,86
P385908,sephora,Ink Liner,667,84
P242810,sephora,EmphasEYES™ For Brows High Definition Eyebrow Pencil,665,88
P148418,sephora,Essential Brow Color,664,90
P290902,sephora,Perfect Eyes Waterproof Eyeliner,664,76
P229810,sephora,two original beautyblenders® & liquid blendercleanser®,661,92
xlsImpprod3330185,ulta,Tinted Lip Balm,660,80
P109941,sephora,Kohl Eye Pencil,660,86
P375462,sephora,Aqua Brow,660,90
P284701,sephora,Full Exposure Mascara,657,80
xlsImpprod1400042,ulta,Front of the Line PRO,657,86
P380835,sephora,Lock-It Powder Foundation,656,82
P377630,sephora,Boudoir Eyes Soft & Sexy Eye Shadow Collection,655,90
P260311,sephora,Brow Tech To Go,653,86
P215937,sephora,Instant Brow Pencil,653,82
xlsImpprod4480191,ulta,Volum' Express The Mega Plush Mascara,652,72
P270549,sephora,Skin Foundation Stick,652,84
2641,ulta,Voluminous Volume Building Mascara,652,82
P181912,sephora,Rouge Interdit Satin Lipstick,652,88
P380705,sephora,Magic Marc'er Precision Pen Waterproof Eyeliner,649,86
P377347,sephora,8 HR Mattifying Compact Foundation,647,80
P304833,sephora,Color Reveal Lip Balm,647,82
P293603,sephora,Concealer,645,78
P273403,sephora,High Shine Eyecolor,644,80
P254713,sephora,High Lengths Mascara,641,84
xlsImpprod5490021,ulta,bareMinerals Lash Domination Volumizing Mascara,641,76
P260310,sephora,Limitless Eye Liner,641,86
P382361,sephora,The System,637,90
P297132,sephora,Triple Action Cleansing Water,635,86
P379221,sephora,Stay Flawless 15 - Hour Primer,634,60
P278012,sephora,Lab Shine Lip Gloss,631,86
P276800,sephora,Lingerie De Peau Invisible Skin Fusion Foundation SPF 20,631,92
xlsImpprod3490137,ulta,Slide On Eye Pencil,630,84
P299207,sephora,bareMinerals READY™ Touch Up Veil Broad Spectrum SPF 15,630,78
P291910,sephora,Smoothing & Brightening Concealer,628,78
P143329,sephora,Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,626,84
P393965,sephora,Step 1 Skin Equalizer,625,74
xlsImpprod4141615,ulta,Stay Matte Powder Foundation,625,82
xlsImpprod2420327,ulta,bareMinerals Flawless Definition Volumizing Mascara,624,84
P377750,sephora,Mascara Amplified,618,76
P151915,sephora,Foundation Primer - Hydrating,618,88
xlsImpprod3570091,ulta,Baked Eyeshadow,618,82
P243600,sephora,Just Release Me™ Dual-Phase Oil-Free Makeup Remover,618,90
P294750,sephora,Super-Colour Sexy Mother Pucker™ Lip Plumping Gloss,618,80
P376285,sephora,Total Cover Cream Foundation,617,82
P299223,sephora,Foundation Primer - Radiance,616,82
P266812,sephora,Eyelash Adhesive,616,90
P391753,sephora,Volupté Tint-In-Oil,616,84
P394579,sephora,Custom Cover Drops,614,78
xlsImpprod2940211,ulta,Super Lustrous Lipcolor,610,84
P136014,sephora,Fusion Soft Lights,610,84
xlsImpprod4500053,ulta,PRO Palette,609,94
P308100,sephora,Hydra Life BB Creme Broad Spectrum SPF 30,608,78
P122834,sephora,Lash Doubling Mascara,608,80
P387426,sephora,Step-By-Step Contour Kit,605,80
P375987,sephora,Shimmering Skin Perfector™,605,90
xlsImpprod3570077,ulta,BB Cream Beauty Balm SPF 20,604,80
P303336,sephora,Eyelash Curlers - Assorted Colors,604,86
xlsImpprod3020021,ulta,Ultra Pearl Mania Loose Pearl Eye Shadow,601,86
P374809,sephora,gelshine™ At-Home Gel Colour System,598,92
P122694,sephora,Line Smoothing Concealer,598,82
P310719,sephora,MicroSmooth Baked Foundation Face Powder,597,86
P276202,sephora,Argan Color Stick,595,86
P139803,sephora,All About Eyes Concealer,595,78
P380998,sephora,Always Sharp Waterproof Kôhl Liner,594,68
P122670,sephora,Naturally Glossy Mascara,592,88
P270551,sephora,Skin Foundation SPF 15,591,84
xlsImpprod12011193,ulta,Micro Brow Pencil,591,88
P234211,sephora,Second Skin Cheek Colour,589,92
P377276,sephora,Maxi Lash,587,86
P257500,sephora,Quercetin & Oak Age-reversing Primer,586,86
xlsImpprod3570061,ulta,Fabulous Face Compact Foundation,586,80
P313020,sephora,Pro Airbrush Concealer Brush #57,586,96
P313012,sephora,Pro Flawless Airbrush #56,585,96
P122866,sephora,Lash Building Primer,584,86
P243008,sephora,Phenomen'Eyes Effet Extension,584,84
P378639,sephora,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,583,76
xlsImpprod4180691,ulta,Skin Renew Miracle Skin Perfector B.B. Cream,581,74
P388033,sephora,Give Me Some Lip,581,86
800,ulta,Great Lash Washable Mascara,581,86
P303302,sephora,Long Lasting Eyeliner High Precision Brush,579,84
P193236,sephora,Hidden Corrective Concealer,578,84
P12657,sephora,Star Powder,578,92
P255100,sephora,MultiplEYE™ Lash Enhancing Primer,577,86
xlsImpprod4710031,ulta,Super Blender Sponge,577,68
xlsImpprod1380102,ulta,Colorstay Ultimate Liquid Lipcolor,576,74
P392009,sephora,Semi Sweet Chocolate Bar,576,88
xlsImpprod4190143,ulta,bareMinerals Marvelous Moxie Lip Gloss,575,88
xlsImpprod1190224,ulta,Minerals Nourishing Lip Color,574,80
P262113,sephora,Amazonian Clay Matte Waterproof Bronzer,572,92
P385530,sephora,Monarch Eyeshadow Palette,571,94
xlsImpprod5770231,ulta,No-Tug Waterproof Gel Eye Liner,571,82
P384877,sephora,Colorful Waterproof Eyeliner 24 HR Wear,570,64
P122736,sephora,Superpowder Double Face Makeup,564,86
P109911,sephora,Secret Brightening Powder,562,86
P299013,sephora,MASCARA VOLUME EFFET FAUX CILS SHOCKING - Voluminous Mascara for a False Lash Effect,562,74
xlsImpprod4560101,ulta,Glitter Eye Top Coat,560,84
P259615,sephora,Lip Insurance Lip Primer,559,78
P162553,sephora,Big Beautiful Eyes,554,88
P257801,sephora,Retractable Waterproof Lip Liner,553,80
xlsImpprod5640306,ulta,Revolution Lipstick,553,88
P247347,sephora,Diorskin Nude Skin Perfecting Hydrating Concealer,553,86
P375289,sephora,bareminerals® Correcting Concealer Broad Spectrum SPF 20,553,78
xlsImpprod3570095,ulta,Amped Lashes Mascara,553,78
P175101,sephora,Lid+Lash Wash Makeup Remover,552,80
xlsImpprod1400056,ulta,bareMinerals Flawless Definition Mascara,552,88
xlsImpprod2330005,ulta,Visible Lift Serum Absolute Foundation,551,78
P267701,sephora,bareMinerals Flawless Definition Volumizing Mascara,551,80
P47072,sephora,Flirt-It Lash Duo,549,70
P374934,sephora,3 - Way Lash Lining Tool,549,78
P374937,sephora,Stay All Day® Foundation & Concealer,548,82
P109943,sephora,Eyebrow Pencil,547,84
P235909,sephora,Oily Problem Skin Instant Mineral Powder SPF 30,547,76
P244700,sephora,Acne Solutions Clearing Concealer,547,72
P386465,sephora,No Foundation Foundation Serum,546,86
prod2138919,ulta,bareMinerals Illuminating Mineral Veil,544,90
P122685,sephora,Long Last Soft Shine Lipstick,540,86
xlsImpprod5050031,ulta,Matte Finish Makeup Setting Spray,539,80
P154303,sephora,Shimmer Bloc,538,88
P241300,sephora,Absolutely Invisible Candlelight Powder,536,80
P122863,sephora,Perfectly Real™ Makeup,535,84
P384996,sephora,Cheek Pop,533,90
P377757,sephora,Light Reflecting Pressed Setting Powder,532,80
VP11350,ulta,bareMinerals Glimmer,531,92
P266303,sephora,Perfecting Eye Primer,531,80
xlsImpprod3790045,ulta,Start Now Kit,530,82
xlsImpprod4141611,ulta,Roll On Shimmer,526,86
VP00182,ulta,Dream Matte Mousse Foundation,525,82
P136218,sephora,Stick Gloss,525,90
xlsImpprod3690155,ulta,Voluminous False Fiber Lashes,524,66
P122668,sephora,Blended Face Powder and Brush,524,88
xlsImpprod4980069,ulta,Naked Skin Beauty Balm,523,80
P387423,sephora,Smooth Finish Flawless Fluide,521,80
xlsImpprod3570067,ulta,Fabulous Face Foundation Primer,520,86
P313009,sephora,Pro Airbrush #55,520,92
P303320,sephora,Double Contouring Cream Blush,520,90
P384630,sephora,The Big Easy Liquid To Powder SPF 35 Foundation,519,70
xlsImpprod3570097,ulta,Amped Lashes Waterproof Mascara,519,58
P166111,sephora,Handy Buki Brush,518,88
xlsImpprod4070031,ulta,Infallible Eyeshadow,517,90
prod1951196,ulta,Cosmetic Pencil Sharpener,515,90
xlsImpprod4270185,ulta,3-In-1 Face Makeup SPF 8 Oil-Free,513,84
P122733,sephora,Touch Base for Eyes,510,84
P380816,sephora,Lash Domination Volumizing Mascara,509,72
xlsImpprod2150068,ulta,Jumbo Lipstick Pencil,508,80
xlsImpprod5770263,ulta,Bye Bye Redness Correcting Creme,507,88
P377222,sephora,Full Bodied Lipstick,506,88
xlsImpprod2850027,ulta,Define-A-Brow Eyebrow Pencil,506,78
P230200,sephora,O-PLUMP Intuitive Lip Plumper With Goji Berry-C Complex™,503,80
xlsImpprod5770253,ulta,Celebration Foundation,503,86
P384640,sephora,Ultimate Coverage Complexion Crème,502,80
xlsImpprod481642,ulta,LashBlast Volume Mascara,501,86
P378121,sephora,Color Control Cushion Compact Broad Spectrum SPF 50+,500,84
xlsImpprod3570087,ulta,Oil-Free Eye Makeup Remover,499,68
P20792,sephora,Illuminating Liquid Foundation,499,86
P293602,sephora,Larger Than Life Lip Gloss,497,82
xlsImpprod820346,ulta,Hoola Bronzer Box O' Powder,497,90
P305134,sephora,Argan Matchmaker Powder Foundation SPF 20,496,80
P122868,sephora,Superfine Liner for Brows,496,88
xlsImpprod4980067,ulta,Naked Flushed,495,88
xlsImpprod3590029,ulta,24/7 Waterproof Liquid Eye Liner,495,82
xlsImpprod700166,ulta,24/7 Glide-On Lip Pencil,494,88
P280400,sephora,5-Colour Eyeshadow,492,88
P277913,sephora,Beauty Express For Brows and Eyes,491,84
xlsImpprod5721072,ulta,Double Duty Wet & Dry Pressed Powder Foundation,491,82
P384059,sephora,Brush #12,491,96
VP10744,ulta,ColorStay Eyeliner,490,86
P375171,sephora,The Return Of Sexy Eye Shadow Palette,489,80
P387705,sephora,Matte Crème Lip Crayon,488,90
xlsImpprod6330325,ulta,Get Started Complexion Kit,488,88
P375170,sephora,Noir Couture 4 in 1 Mascara,488,82
xlsImpprod2830011,ulta,Color Sensational Lipcolor,487,84
P384506,sephora,Show Some Skin Weightless Foundation,487,82
P272008,sephora,Girl Meets Pearl,486,86
xlsImpprod1640391,ulta,Eyelash Enhancing Serum,485,84
P297711,sephora,bareMinerals READY™ Eyeshadow 2.0,485,88
P107405,sephora,High Brow,485,90
P309709,sephora,Milk Chocolate Soleil Light/Medium Matte Bronzer,484,92
P268209,sephora,Argan Lip Treatment,482,74
xlsImpprod4480167,ulta,True Match Lumi Healthy Luminous Makeup,479,78
VP00144,ulta,Stay Matte Pressed Powder,479,86
9758,ulta,Contour Lip Liner,475,72
P388037,sephora,Fusion Ink Foundation SPF18,475,82
P379421,sephora,Lash Lifter - Gel Definition Mascara,474,60
xlsImpprod3570055,ulta,Fabulous Face Pressed Powder,474,82
P266308,sephora,Météorites Powder For The Face,472,84
P375910,sephora,BB Cream SPF 35,472,80
xlsImpprod1320092,ulta,Fabulous Face Concealer,471,78
P377218,sephora,Chubby Stick Intense Moisturizing Lip Colour Balm,470,86
P376287,sephora,Pressed Mineral Foundation,469,82
xlsImpprod10111982,ulta,bareMinerals Perfecting Face Brush,469,86
P292408,sephora,Photo Op Eye Shadow Trio,467,88
P69600,sephora,Classic Stencils,466,70
VP11364,ulta,bareMinerals Eye Shadow,466,90
P386719,sephora,Dior Addict It-Lash Mascara,465,86
P209815,sephora,Full Flawless Face Brush,464,76
P271903,sephora,Redness Solutions Makeup SPF 15 with Probiotic Technology,461,86
P269021,sephora,Custom Color Blush,461,88
P291406,sephora,Brush Wand (Value $30),460,80
P99902,sephora,Crayon Eyeliner - Waterproof,460,88
xlsImpprod6380157,ulta,Butter Lipstick,459,86
P61040,sephora,Full Coverage Kabuki Brush,459,82
xlsImpprod4410265,ulta,Color Stay Whipped Creme Makeup,458,86
P122787,sephora,Blushing Blush Powder Blush,458,90
P270545,sephora,Shimmer Brick,457,88
P122763,sephora,Rinse-Off Eye Makeup Solvent,457,86
P377539,sephora,Everlasting Blush,455,94
xlsImpprod5770265,ulta,Bye Bye Pores Silk HD Anti-Aging Micro-Powder,455,84
P377629,sephora,Sweethearts Perfect Flush Blush,454,90
xlsImpprod3020037,ulta,Liquid Crystal Liner,454,80
xlsImpprod4950087,ulta,Volum'Express The Rocket Mascara,454,76
P281607,sephora,Argan Illuminizer,453,88
xlsImpprod540044,ulta,Cover Creme,453,82
xlsImpprod3220111,ulta,Tinted Lip Balm,452,84
P387174,sephora,Limited-Edition Rainforest After Dark Colored Clay Eye & Cheek Palette,452,94
P285605,sephora,Creamy Concealer Kit,451,74
P255110,sephora,Smooth Focus Pressed Setting Powder - Shine Control,451,80
xlsImpprod3810007,ulta,bareMinerals READY Eye Shadow 2.0,450,88
P286723,sephora,BUXOM® Amplified™ Lash Mascara,448,84
VP11606,ulta,True Match Naturale Powdered Mineral Foundation SPF 19,448,86
P386666,sephora,Lip Gloss,448,88
P107406,sephora,Speed Brow,446,82
VP10394,ulta,True Match Super Blendable Powder,444,86
P385528,sephora,Immortal Lash 24 Hour Mascara,444,70
P247354,sephora,Skinflash Primer - Radiance Boosting Makeup Primer,439,78
1231,mac,Studio Fix Fluid SPF 15,439,88
P229207,sephora,BADgal Waterproof Mascara,437,68
VP00262,ulta,Amazing Concealer,436,90
P377755,sephora,Le Rouge,436,90
xlsImpprod3020035,ulta,Studio Liquid Liner,435,78
xlsImpprod5770237,ulta,Brow Power Universal Eyebrow Pencil,434,88
P109929,sephora,Foundation Primer,434,84
P173317,sephora,Brow Fix,433,84
P380828,sephora,"Lights, Camera, Flashes™ Statement Mascara",432,72
